Date,SPY_M1,SPY_M3,SPY_M6,SPY_M12,QQQ_M1,QQQ_M3,QQQ_M6,QQQ_M12,VNQ_M1,VNQ_M3,VNQ_M6,VNQ_M12,REM_M1,REM_M3,REM_M6,REM_M12,IEF_M1,IEF_M3,IEF_M6,IEF_M12,TLT_M1,TLT_M3,TLT_M6,TLT_M12,TIP_M1,TIP_M3,TIP_M6,TIP_M12,VGK_M1,VGK_M3,VGK_M6,VGK_M12,EWJ_M1,EWJ_M3,EWJ_M6,EWJ_M12,SCZ_M1,SCZ_M3,SCZ_M6,SCZ_M12,EEM_M1,EEM_M3,EEM_M6,EEM_M12,RWX_M1,RWX_M3,RWX_M6,RWX_M12,BWX_M1,BWX_M3,BWX_M6,BWX_M12,DBC_M1,DBC_M3,DBC_M6,DBC_M12,GLD_M1,GLD_M3,GLD_M6,GLD_M12,BIL_M1,BIL_M3,BIL_M6,BIL_M12,SPY_13612U,SPY_13612W,QQQ_13612U,QQQ_13612W,VGK_13612U,VGK_13612W,EWJ_13612U,EWJ_13612W,SCZ_13612U,SCZ_13612W,EEM_13612U,EEM_13612W,VNQ_13612U,VNQ_13612W,REM_13612U,REM_13612W,GLD_13612U,GLD_13612W,IEF_13612U,IEF_13612W,TLT_13612U,TLT_13612W,TIP_13612U,TIP_13612W,DBC_13612U,DBC_13612W,BWX_13612U,BWX_13612W,RWX_13612U,RWX_13612W,BIL_13612U,BIL_13612W,VTI_M1,VTI_M3,VTI_M6,VTI_M12,VTI_13612U,AGG_M1,AGG_M3,AGG_M6,AGG_M12,AGG_13612U,VTI_13612W,AGG_13612W
2008-01-31,-0.0620944053555568,-0.112533126494732,-0.0577820477628328,-0.045201668984701,-0.119266044610566,-0.1797854896356079,-0.0493046703974344,0.023825749575085,-0.007979156489171,-0.1606503168917056,-0.0646399508674956,-0.2720755167881467,0.0760135135135136,0.0687919463087247,-0.0860832137733141,,0.0335593609929893,0.0646383331360247,0.0887409200968525,0.0952380952380953,0.020903863721855,0.0556790397866191,0.0836185261236595,0.0849800114220444,0.0352551984877127,0.0655705807957971,0.0868227822980749,0.1070345664038812,-0.0891899141630901,-0.170716815239956,-0.0830407777477721,-0.0172214182344427,-0.0398796087283671,-0.1120389700765482,-0.1163434903047091,-0.1083158630328442,-0.1043546488819144,,,,-0.0934797183211552,-0.1837896217767892,0.0228979044215453,0.1972759291151848,,,,,0.02453531598513,0.0370649106302916,,,0.0301109350237718,0.0704874835309619,0.2380952380952381,0.354731137974156,0.1089012854717439,0.1635068074818677,0.390722433460076,0.4119827053736873,,,,,-0.0694028121494556,-0.0678015567377988,-0.0811326137671308,-0.1112559042544503,-0.0900422313463152,-0.0968224602323446,-0.0941444830356171,-0.063385701434443,,,-0.0142738766403035,-0.0806921684501371,-0.1263362352591297,-0.0569853281980006,,,0.2687783079468437,0.1577135113941118,0.0705441773659904,0.0466992799945885,0.0612953602635445,0.0362889793739049,0.0736707819963664,0.0483012418017885,0.1733561986560319,0.073710138428687,,,,,,,-0.0660006889424733,-0.1191605483724255,-0.0605640634744647,-0.0507631984315922,-0.0741221248052389,0.0221409508747651,0.0278302355630652,0.0445454545454544,0.0375238286344938,0.0330101174044447,-0.0758179887463107,0.026506688972360238
2008-02-29,-0.025782957028405,-0.1001681802892702,-0.0929680613006035,-0.0511456338227992,-0.0476507195735522,-0.1628677159528058,-0.1210881622153362,-0.0078503810386445,-0.0310242941562705,-0.1035687167805617,-0.1504029936672424,-0.2753498649643996,-0.0634222919937206,0.0282661151327128,-0.0299186991869919,,0.009229400644946,0.0363096597396666,0.0786783931542667,0.0872065165309057,-0.008000842193915,-0.0015893197711378,0.0601935193519354,0.0452579034941762,0.0094951154934719,0.0363670447089699,0.0928049021545758,0.0948608773145855,-0.0027978206449712,-0.1414807302231236,-0.0889277546078299,-0.0089272647446216,-0.0180250783699059,-0.109452736318408,-0.1081850533807829,-0.1493550577053632,-0.0037253613666228,,,,0.0240734030161013,-0.0957226155683705,0.041268659484746,0.265004544798215,-0.014825796886582698,,,,0.0248548621190132,0.0459174226995002,,,0.1123076923076922,0.1883629191321498,0.4088074824629772,0.433954779849266,0.0518372703412075,0.2431174873982164,0.4443610151674426,0.4478398314014751,-0.0015227322166629,,,,-0.0675162081102694,-0.0473574980960973,-0.0848642446950846,-0.0736653102081583,-0.0605333925551365,-0.0393139771296215,-0.096254481443615,-0.0509918525089715,,,0.0586559979326729,0.012676611884372,-0.1400864673921185,-0.0681361124648188,,,0.2967889010770854,0.1465539527711858,0.0528559925174462,0.0250277374768728,0.0239653152202647,0.0031638778393257,0.0583819849179007,0.0269940123190639,0.2858582184380213,0.1676356864498063,,,,,,,-0.0247104816699859,-0.1002381762504253,-0.095746135959513,-0.0594010101728675,-0.0700239510131979,-0.0058988492408857,0.0068560235063663,0.0298537367261071,0.0193356470004957,0.0125366394980208,-0.049914303533338186,0.0018779486098708788
2008-03-31,-0.0139802631578948,-0.0990504815902725,-0.1361105652715006,-0.0716548180474414,0.0186176417430892,-0.1456177999521801,-0.148774796654261,0.0052824879713491,0.05692021006268,0.0159583129783422,-0.1299679263701016,-0.2112515802781288,-0.2453905464297685,-0.239527027027027,-0.2715210355987054,,0.0102468047598061,0.0537869210435582,0.0931092036242251,0.103502226501384,0.0176164703385333,0.0305766027191143,0.0808160504959423,0.0862029904848209,-0.0060595098127881,0.0387523629489603,0.0761848805327065,0.0874727884425095,0.0158003544004725,-0.0773873390557939,-0.1169448010269575,-0.0308537616229923,-0.0127693535514764,-0.0692249811888637,-0.1349650349650351,-0.1533196440793977,0.0191273227683508,-0.0906237740290309,,,-0.0369096287605654,-0.1059214971636993,-0.100174105579321,0.155957004192575,-0.003574115876598949,,,,0.026376349796424,0.0776951672862453,,,-0.0077455048409406,0.1369255150554673,0.2765124555160141,0.4144321766561514,-0.0603035974215014,0.0960465680329856,0.2301619708724649,0.3741827580963965,0.0015250544662308,,,,-0.0801990320167773,-0.0453920516423135,-0.0676231167230007,-0.0325663302114411,-0.0523463868263178,-0.0192344233547206,-0.0925697534461932,-0.0426690940691319,,,-0.0217620568277526,-0.0455496370373824,-0.067085245901802,0.0137844169823598,,,0.1600219248950864,0.0247524901457626,0.0651612889822433,0.031391498752087,0.0538030285096026,0.0290769573207781,0.049087630527847,0.0161068941775153,0.205031160596673,0.071110654490938,,,,,,,-0.0102858871577672,-0.0984498794350671,-0.1345238095238093,-0.0745403111739745,-0.0794499718226545,-0.0011673151750971,0.0149253731343284,0.0265946810637873,0.0254668930390493,0.0164549080155169,-0.045306215466056204,0.006544735031724857
2008-04-30,0.0493593145803321,0.0080116533139111,-0.1054230495766272,-0.0669453246140363,0.0781357139681342,0.0458776542150247,-0.1421559719469645,0.0267624100793337,0.0620291713415612,0.0876559422193039,-0.0870763295673738,-0.1637006184526063,0.0915148822745446,-0.2285714285714286,-0.175503355704698,,-0.0274839131857345,-0.008451017458023,0.0556410559962117,0.0708538489251833,-0.0289394097403274,-0.0197389198863038,0.0348410757946209,0.0491830985915493,-0.0253867151956324,-0.0220944033598101,0.0420274345753477,0.0570413500444093,0.0409943305713038,0.0544838757178618,-0.125534253266577,-0.0458361092604929,0.0735650767987066,0.0407523510971785,-0.0758524704244955,-0.0693763139453399,0.0192234685073338,0.0348488830486202,,,0.0913826543230784,0.0764036826529361,-0.12142814306099,0.215481524821117,0.046441381914291036,0.027242401779095538,,,-0.0253535701966195,0.0252177068214805,0.063217309501411,,0.0571508224142738,0.1667692307692307,0.24901185770751,0.483568075117371,-0.0397211772516041,-0.0508530183727032,0.1043389744242271,0.2934426229508198,0.000436395374209,-0.002610398085708,,,-0.028749351574105,0.0173283482226169,0.002154951578882,0.0431794825331556,-0.018973039059476,0.0206481426966722,-0.0077278391184875,0.0412354535589431,,,0.0654599296840353,0.0687415910593911,-0.0252729586147787,0.0378560273694298,,,0.0768018504376849,-0.0088972814355394,0.0226399935694093,-0.0090737533571649,0.0088364611898847,-0.0153681673124176,0.0128969165160786,-0.0125960988295862,0.2391249965020963,0.1167239291290299,,,,,,,0.0499770747363594,0.0134985616286789,-0.1072704827496587,-0.0668930390492359,-0.027671971358464,-0.0007791195948578,-0.0078328981723237,0.0197793459894641,0.0220141448351429,0.0082953682643563,0.019593954673814484,0.0010995688940254056
2008-05-31,0.0134393063583813,0.0485944976076555,-0.0564413050790448,-0.0855391837266918,0.0591226981391372,0.1631370819744113,-0.0263003979067725,0.0535413245329181,-0.002414729852098,0.1197696086735558,0.0037965072133636,-0.1625490941340429,0.0244200244200245,-0.1562185719074755,-0.1323681489141674,-0.5015841584158416,-0.020859033307166,-0.0380123402379903,-0.0030828956382735,0.067359413202934,-0.0304462224131449,-0.041918709540486,-0.0434414070777706,0.0451493401250289,-0.0035477546447576,-0.0347291308673237,0.0003749179866905,0.0714787671920489,0.00670297444491,0.0645304193738924,-0.0860801217038538,-0.0578933612127547,0.0218373493975905,0.083000798084597,-0.0355366027007818,-0.0724538619275462,0.0211380874983069,0.0606750069795714,,,0.0307513800098424,0.0834229051105879,-0.0202851691332799,0.1909713955354146,-0.01731914125924594,0.02464258841234024,,,-0.0184038223323305,-0.0180562931492299,0.0270320311053509,,0.069356540084388,0.1217150760719225,0.3330046022353712,0.5901960784313725,0.0067980182048621,-0.0914951133291746,0.1293783120072378,0.3328248932275777,,,,,-0.0199866712099249,0.0078613936423208,0.0623751766849235,0.0681480617143332,-0.0181850222744515,0.0054251883107013,-0.0007880792865351,0.0225262158890182,,,0.0712151278806412,0.0426554618914657,-0.0103494270248053,0.0147572798380865,-0.191437713704365,-0.0549077225416892,0.0943765275276257,0.015358864119185,0.001351286004876,-0.0170582069355783,-0.0176642497265931,-0.0287381490575097,0.0083941999166645,-0.0054630488020478,0.2785680742057635,0.128767203410123,,,,,,,0.0203784570596796,0.0603539555286642,-0.0459339911534535,-0.0809570632579483,-0.0115396604557644,-0.0157894736842104,-0.0177042801556419,-0.0109696376101859,0.0174307304785894,-0.0067581652428622,0.016480645329787196,-0.013936807872361833
2008-06-30,-0.0871239127334949,-0.0291909924937447,-0.1253500922194138,-0.1485569889612981,-0.0964385860722237,0.0317569059398799,-0.1184852647885539,-0.050662197946371,-0.1180030257186081,-0.0655553774643372,-0.0506432177169842,-0.1755055861971431,-0.200238379022646,-0.1057307863171924,-0.3199324324324325,-0.5563147454264933,0.0079028748138816,-0.0402443014505398,0.0113780025284448,0.0852139597977554,0.0228178998670802,-0.0370215872353738,-0.0075769788811864,0.0841845720324057,0.0104937693244635,-0.0186533212010919,0.0193761814744801,0.0893939393939393,-0.0898876404494382,-0.0462276493676407,-0.1200375536480686,-0.1404428140966854,-0.0803242446573323,0.0088924818108326,-0.0609480812641082,-0.1422680412371134,-0.0883937823834196,-0.0512295081967213,-0.1372106708513142,,-0.1031289229229842,0.0089298957333983,-0.0979374693558984,0.0313403208635116,-0.13732329722783176,-0.11289409099490277,,,-0.0066702722192175,-0.0496723007933769,0.0241635687732342,,0.1072749691738594,0.2517424031223865,0.4231378763866877,0.7416602017067493,0.0460059510185397,0.0112856826731579,0.1084162017948098,0.4219041692594898,0.0010907504363,0.001309186122627,,,-0.0975554966019878,-0.0780754048088521,-0.0584572857168171,-0.0658934068315321,-0.0991489143904582,-0.0822040102128321,-0.0686619713369303,-0.0596242606204993,,,-0.0401990439204931,-0.0683181054995251,-0.1024268017742681,-0.0977524920055878,-0.295554085799691,-0.201098165191594,0.1469030011864993,0.0617975357882108,0.0160626339223854,0.0020913628409532,0.0156009764457314,0.009737953186675,0.0251526422479477,0.0089729124716046,0.3809538625974207,0.1941102598527992,,,,,,,-0.0857346647646218,-0.0204799021855418,-0.1169135377196004,-0.1418050348152115,-0.0912332848712439,-0.0057437116260645,-0.0222049084534475,-0.0076109518632004,0.0203252032520324,-0.00380859217267,-0.07822987874589692,-0.008033730200049072
2008-07-31,-0.0094501718213058,-0.0835982658959537,-0.0762563729060452,-0.1296321712874004,0.0066430614176449,-0.0366603044699664,0.0075354609731677,-0.0421407428438415,0.0327615780445968,-0.091306972532448,-0.0116546290216678,-0.0755412252418239,-0.0362692498758072,-0.2104232804232805,-0.3908979591836735,-0.4433314203730273,0.0038636363636364,-0.0093080632499719,-0.017680418102969,0.0694915254237289,-0.0072557938055014,-0.015518444933684,-0.0349510474786819,0.0457449235683322,-0.0127955493741307,-0.0059751657174866,-0.0279375513557929,0.0564596150029768,-0.0301783264746227,-0.1114369501466275,-0.063024591370932,-0.1408317580340264,-0.0384615384615385,-0.0963855421686746,-0.0595611285266457,-0.1689750692520775,-0.0660452426963738,-0.1306040904781253,-0.1003066141042487,,-0.0562757804813638,-0.1275731068031452,-0.0609164793174455,-0.0394134346170081,-0.006171525856565219,-0.15749594082626728,-0.13454410674573758,,0.0117967332123412,-0.0134489470890107,0.0114296081277214,,-0.1095768374164811,0.0543248945147678,0.2301538461538461,0.523047619047619,-0.0147702407002189,0.0375619310980526,-0.0152012248468941,0.3695817490494295,0.001308044473512,0.0021819768710451,-0.0010874293170943,,-0.0747342454776762,-0.0364970021269487,-0.0161556312307488,-0.0046997150882816,-0.0863679065065521,-0.0537384329528936,-0.090845819602234,-0.0567588978259264,,,-0.0710447003047406,-0.0673424093120422,-0.0364353121878357,-0.0035469718439894,-0.2702304774639471,-0.1251025729471591,0.0942930536500922,0.0156092067672612,0.011591670108606,0.002163103629077,-0.0029950906623837,-0.0086650238394892,0.0024378371388916,-0.0088431371534061,0.1744873805749379,-0.0057133579791695,,,,,,,-0.0067093150257451,-0.0733624454148472,-0.0608541712768311,-0.1177326588593999,-0.0646646476442058,9.96015936254313e-05,-0.0213450292397661,-0.0290107339715695,0.0142424242424241,-0.0090034343438215,-0.0322843454411259,-0.006734944291382848
2008-08-31,0.0146653000078844,-0.0824896620561813,-0.0379037081339712,-0.1273479351732556,0.0147382183737212,-0.0770308217845315,0.0735396767018603,-0.056453269815214,0.0202624148812489,-0.0706505295007563,0.0406572929019142,-0.115860679332182,-0.0278300403610327,-0.2506952721493842,-0.3677505866577271,-0.3866666666666667,0.0117726964002715,0.0237086244416446,-0.0152049360951962,0.0622771571190872,0.0236718664775825,0.0394328754984492,-0.0041388092964024,0.0558055805580559,-0.0010331548793087,-0.0034666916518317,-0.0380754273311023,0.0511958885155168,-0.0370894232280371,-0.1500901650714384,-0.0952451269935026,-0.1757029463204628,-0.0483333333333333,-0.1584377302873987,-0.0885873902633679,-0.1871886120996442,-0.036027263875365,-0.1792746113989637,-0.1294770927172844,,-0.0609613265905669,-0.2051986460338624,-0.1388940081001785,-0.1033573181401903,-0.050963597430406904,-0.1863411051955205,-0.16629044394281411,,-0.0383856502242152,-0.0335316387236344,-0.0509824747742964,,-0.0502751375687843,-0.0636251541307028,0.0503457814661134,0.4797349961028838,-0.0926152137701277,-0.0648889906157015,-0.1504470783946767,0.2270611202883314,,,,,-0.0582690013388809,-0.0178565199785655,-0.0113015491310409,-0.0020319291532482,-0.1145319154033602,-0.0705813469664833,-0.120636766495936,-0.0789057156887987,,,-0.1271028247161995,-0.0966737918781399,-0.0313978752624438,-0.0036999616478196,-0.2582356414587027,-0.1229454706456025,-0.0202225406230436,-0.072238578210268,0.0206383854664517,0.0133987069749265,0.0286928783094213,0.0244660930845018,0.0021551536633185,-0.0025609795652859,0.1040451214673775,-0.0138687854156556,,,,,,,0.0150801131008484,-0.0781740370898714,-0.0225381939192254,-0.1161263848994664,-0.0504396257019287,0.0033861169206255,-0.002277678748267,-0.019941634241245,0.0093167701863354,-0.0023791064706377,-0.015417766520380106,5.0325776751757766e-05
2008-09-30,-0.0944129302976143,-0.0898156825991876,-0.1163848661763589,-0.2366542215235474,-0.1510947338269285,-0.1328609391401354,-0.1053232855476128,-0.2384286318115691,-0.0107439361875304,0.0423670668953688,-0.025965699631351,-0.1525589178636172,-0.0625662778366914,-0.1217088922006954,-0.2145713016437139,-0.427831715210356,-0.0046990378160662,0.0109090909090907,-0.0297742392845458,0.0605627086313782,0.011082693947144,0.0275070392029455,-0.0105329022838669,0.0694319206492335,-0.0475742760436254,-0.0607324988409828,-0.078252957233849,-0.0080297688993341,-0.1289374897992493,-0.186556927297668,-0.2241604884430877,-0.3148908857509628,-0.0665499124343257,-0.1458333333333333,-0.1382376717865804,-0.2545454545454545,-0.1469696969696969,-0.2320109128111855,-0.2713546160483174,,-0.1378277140386828,-0.2359484905372962,-0.2291255902228488,-0.3063472447362618,-0.13944043321299637,-0.18833794424345607,-0.27996979422314516,,-0.0188397686998693,-0.0453720508166969,-0.0927906174542945,,-0.1090334474585199,-0.2465478841870824,-0.0568720379146919,0.2039145907473307,0.0411210378166686,-0.0692560175054706,-0.0587519362690861,0.1578875731591125,0.0026149487905862,0.0030521037715283,0.0032708242477104,,-0.134316925149177,-0.0980820923922193,-0.1569268975815614,-0.1396827882695239,-0.2136364478227419,-0.1528344724709401,-0.1512915930249234,-0.0956476540331928,,,-0.2273122598837724,-0.1681162477897669,-0.0367253716967824,-0.0081974641897604,-0.2066695467228642,-0.1047302610670431,0.0177501643003061,0.012840604219954,0.0092496306099642,-0.0005868930047072,0.024372187878864,0.0145693300129504,-0.0486473752544478,-0.0489178495627234,-0.0521346947032408,-0.110221119566631,,,,,,,-0.0834107087588983,-0.0758308628491185,-0.0947577563808651,-0.2165343915343914,-0.1176334298808183,-0.0214392059553349,-0.0180278884462151,-0.0398324892871055,-0.0142971405718855,-0.0233991810651353,-0.09001588741049343,-0.0222812707576303
2008-10-31,-0.1665522567358848,-0.2341717259323503,-0.2981936416184971,-0.3721802081313425,-0.1606230867196406,-0.2769467786681506,-0.3034541299101663,-0.4024722850784306,-0.3169326970544677,-0.3105796379338981,-0.373528523996378,-0.4280793607054285,-0.1374434389140271,-0.2139134737807926,-0.3793243793243793,-0.488255033557047,-0.0120278776978416,-0.0050939551731945,-0.0143546035662218,0.0404877471291582,-0.0216062394603709,0.0126540853059888,-0.0030607313537023,0.0316737052678373,-0.0908193484698914,-0.134967596506058,-0.1401363084679302,-0.1039984434283491,-0.2182874273936668,-0.3443344334433443,-0.4173998044965786,-0.4905360849920626,-0.1566604127579737,-0.2508333333333333,-0.3230421686746987,-0.3743910925539317,-0.2377146240378922,-0.3731742940603699,-0.4550402952729242,,-0.2618013284286279,-0.4023446705806075,-0.4785894177520966,-0.5419033365268091,-0.2564237021499738,-0.39271948608137053,-0.4883637019664442,,-0.0644486692015209,-0.1173094170403586,-0.129180675986551,-0.0741298212605832,-0.2385456695240909,-0.3556778389194596,-0.320675105485232,-0.1515151515151515,-0.1613964970024685,-0.2077734591893392,-0.1780159004493605,-0.092250922509225,-0.0006524575902564,0.0019624945486262,0.0030561012879284,,-0.2677744581045186,-0.1951940737964178,-0.285874070094097,-0.2022322350103526,-0.367639437581413,-0.2661061278241299,-0.2762317518299844,-0.1951866858166173,,,-0.4211596883220353,-0.3125038397748484,-0.357280054922543,-0.3110323662543695,-0.3047340813940615,-0.187593947714865,-0.1598591947875983,-0.1608067262097462,0.002252827672975,-0.0076465906535081,0.0049152049399382,-0.0091553144870031,-0.1174804242180571,-0.1006986814013569,-0.2666034413609834,-0.2539062376226272,-0.0962671458722534,-0.0787556435906685,,,,,-0.187573864595644,-0.2441093308199811,-0.2995633187772927,-0.3746994997076214,-0.2764865034751348,-0.0244446698448118,-0.0421272781595457,-0.0625730994152046,-0.0440314084087067,-0.0432941139570672,-0.2211131492468347,-0.03321172410605475
