Date,SPY,QQQ,VGK,EWJ,SCZ,EEM,VNQ,REM,GLD,IEF,TLT,TIP,DBC,BWX,RWX,BIL
2003-01-31,86.06,20.61663246154785,,27.08,,,,,,43.291812896728516,39.724098205566406,,,,,62.9200343245092
2003-02-28,84.9,21.2239990234375,12.557545035038958,27.36,9.366123849281092,7.798573693266894,11.890945908315915,30.676119345800284,38.204402197840054,44.10202407836914,40.81121826171875,48.452268761037004,12.547906767088172,15.644891089076864,7.670366336228159,62.98138135797559
2003-03-31,84.74,21.299915313720703,12.454055341603297,25.84,9.29655928667677,7.555548667907715,12.177946566836635,30.57636546556322,36.076262307311524,43.95633316040039,40.24374008178711,48.767882283881285,11.134266431186962,15.69738754964847,7.572875429672092,63.04068882542102
2003-04-30,91.91,23.1557559967041,14.184265927644772,25.64,10.169759550465747,7.555548667907715,12.73026632631937,32.84228602944663,36.19079220787636,44.01157760620117,40.64546585083008,48.24579197311918,10.60810834291052,15.965549033733604,7.870243925688619,63.10005214073162
2003-05-31,96.95,25.12967872619629,15.144427516825813,27.16,11.038008831837441,8.244827270507812,13.489565506253905,34.34265180043272,39.02868318526434,45.6305046081543,43.169189453125,49.20220327019493,11.425414567967612,16.7105636127122,8.718076112787333,63.156316353890425
2003-06-30,97.63,25.264659881591797,15.27214008200512,29.08,11.623609993842312,8.590899467468262,13.841061995778656,35.36728606773273,36.82857685488139,45.37071228027344,42.43526840209961,49.93967747971798,11.45959736641124,16.45443819778478,8.829774199547131,63.20473619642841
2003-07-31,99.39,26.825241088867188,15.436854030082472,30.4,11.979147970743812,9.078119277954102,14.619261767914045,36.30225224338164,38.05397558633608,42.887203216552734,38.214881896972656,48.95158795298015,11.538513786190077,15.949588922331328,8.89442416979872,63.25213974857572
2003-08-31,101.44,28.166507720947266,15.351677739461385,33.2,12.768023067967565,9.803223609924316,14.753780906393528,36.54246072369279,40.18405877589358,43.143733978271484,38.68501663208008,48.523461784191895,11.92573693918429,15.871524931509855,9.198977703060773,63.30221435921002
2003-09-30,99.95,27.348251342773438,15.712616018944328,35.04,13.526536560437378,9.739456176757812,15.322251439313105,33.825240357487225,41.29814744490081,45.26390838623047,40.98521041870117,49.07605902561577,11.555734575219924,16.872037868712475,9.779556137937293,63.35180109379142
2003-10-31,105.3,29.676485061645508,16.80687810993263,36.96,14.60441743798195,10.633655548095703,15.628459179544004,35.69768373286937,41.41920538976471,44.63323974609375,39.75436782836914,49.57521421832355,11.770383821218674,16.745551969427503,10.184188090900342,63.40037080796332
2003-11-30,106.45,29.845186233520508,17.480378973380937,35.84,14.534868660922605,10.833561897277832,16.366278543360544,37.06973031441531,42.434063809636164,44.87492370605469,39.89226531982422,50.10812759399414,12.023272581795878,17.086096133380305,10.52749652516332,63.44950609533949
2003-12-31,111.28,30.7562255859375,18.53706428007026,38.56,15.414446161473604,11.745670318603516,16.931853035140424,38.0986733029014,44.22270216153407,45.215572357177734,40.20651626586914,50.10812759399414,12.631915126120768,17.027103729974023,11.161404257477507,63.497093224911
2004-01-31,113.48,31.283035278320312,19.098739524883012,38.64,16.19356616462631,12.092833518981934,17.727118627580893,40.44057410331888,42.88873448435059,46.40846252441406,41.349395751953125,50.77747344970703,12.686918223032574,17.77465462650263,11.731296189562267,63.5436577599426
2004-02-29,115.02,30.8610782623291,19.72640276647916,38.84,16.64616222493855,12.571075439453125,18.079103353016265,42.31663282394557,42.15897060480143,47.01594543457031,42.11896514892578,51.867496490478516,13.44703641360293,17.85096360953413,12.248919126306513,63.592904094706554
2004-03-31,113.1,30.245058059692383,19.04721304658701,43.48,17.313931386047027,12.640218734741211,19.144578557981554,41.53981494090181,45.565733928010445,47.62980651855469,42.717445373535156,52.730613708496094,13.677552410863244,18.086159069806733,12.53582690403767,63.642718536247415
2004-04-30,110.96,29.342073440551758,18.70347711105464,40.56,16.772048029349502,11.401406288146973,16.36532729493467,35.577124249046584,41.45187691315908,45.558387756347656,40.0590934753418,49.94392013549805,13.992932113249514,17.248272248287066,11.791390416177777,63.6925719991008
2004-05-31,112.86,30.844205856323242,19.072976418633004,39.96,16.487683451423646,11.534646987915039,17.59183851466033,37.57101729052473,41.87233578915246,45.30349349975586,39.95576095581055,50.926513671875,14.52230515749194,17.447450394049714,12.20269072815002,63.746710685300044
2004-06-30,114.53,31.848447799682617,19.500167346347894,42.48,17.370875195694477,11.641244888305664,18.145601057564036,37.920908021541315,42.045705348967424,45.59209442138672,40.37709045410156,50.7879638671875,14.00102323397875,17.468125285046526,12.433070335098677,63.81417595410865
2004-07-31,110.84,29.443355560302734,18.782279149428646,39.36,16.568739727718956,11.217741012573242,18.297710906575237,37.13621371980635,41.59764316305144,46.14834976196289,40.98963165283203,51.335044860839844,14.876646653795687,17.312023269073368,12.570042977149974,63.88490333245779
2004-08-31,111.11,28.70915985107422,18.988007028889527,39.92,16.67707115971534,11.613876342773438,19.825544357299805,40.06064737451725,43.35469694049663,47.455562591552734,42.70211410522461,52.65148162841797,14.438719657561558,17.726444974494875,12.970463532879444,63.9636947132345
2004-09-30,111.76,29.654312133789062,19.57127140473934,38.8,17.062097480298934,12.424144744873047,19.825544357299805,39.91493040453667,44.40373119720766,47.61625289916992,43.10378646850586,52.7586669921875,15.89655628931941,17.946266121825154,13.343715403663682,64.05164479346519
2004-10-31,113.2,31.139556884765625,20.38507632363737,39.72,17.786082720682558,12.77778434753418,20.949968338012695,39.37677606855055,45.119998931884766,48.09237289428711,43.85992431640625,53.55417251586914,16.437808228227304,18.59071811928256,13.873433933290515,64.14558720582892
2004-11-30,117.89,33.01300811767578,21.625028787920076,41.24,19.102129286076796,14.049010276794434,21.77850341796875,41.1361729613731,45.119998931884766,47.13777160644531,42.80909729003906,53.29487228393555,15.829921070562275,19.37938539897451,15.133850546691779,64.25623834375898
2004-12-31,120.87,33.688114166259766,22.058901355279723,43.68,20.046165695331393,14.538050651550293,22.311124801635742,42.3556866622266,43.79999923706055,47.53443908691406,43.7810173034668,53.88417434692383,14.599932529965901,19.04630666174304,16.01014182193077,64.37350597873633
2005-01-31,118.16,31.863813400268555,22.106040759656416,42.36,20.43240090038509,14.637768745422363,20.861536026000977,41.170207297138965,42.220001220703125,48.25129699707031,45.70261001586914,54.32410430908203,15.398629612121,19.094192896354784,15.799260061670237,64.49849786951171
2005-02-28,120.63,31.7104434967041,23.069622039794922,43.24,21.245991384239854,16.055028915405273,21.523176193237305,40.870910466364286,43.529998779296875,47.44609832763672,44.86041259765625,53.95444869995117,16.175855950312656,19.472185445466955,16.11049985487602,64.63501969000218
2005-03-31,117.96,31.156652450561523,23.069622039794922,41.96,20.87623355831759,14.785035133361816,20.90591049194336,38.146093956553386,42.81999969482422,47.269081115722656,44.6846809387207,54.15543746948242,17.162765393472778,19.043934149094643,15.45966921922782,64.78260298496102
